,k1,theta1,k2,k3,k4
1798,9.757840985514992e-06,6.781284061515897,5.1390101810527823e-05,9.402398444680927e-05,0.0006929165341607237
1799,3.3118201987536116e-06,7.822256476173785,6.711884938078189e-05,4.14747785667873e-05,0.00019229391710476925
1800,3.0839981796572204e-06,4.26510338656724,9.686514767397121e-05,3.077898655193751e-05,0.0007268230673793097
1801,6.401535069067749e-06,0.7793852638967571,9.810567551765593e-05,3.640873174194167e-05,0.000273485944094076
1802,2.6826040546043686e-06,7.434823954471956,9.782420957773732e-05,1.3935141834678914e-05,0.0007024308821185154
1803,3.51658067753844e-06,4.616808110586377,7.649411511093763e-05,6.788967653034349e-05,0.0006202848727151031
1804,4.640524991654268e-06,9.638802928696519,9.224356490860262e-05,8.187547081973464e-05,0.0007609527387872616
1805,7.244159343851284e-06,5.2985670815336965,3.8911817255753994e-06,2.4981951701979085e-05,0.0005815469060937299
1806,7.56206975607018e-06,9.54383461782173,6.191447093946233e-05,8.546069752814687e-05,0.0002753152735601904
1807,6.618049606244934e-06,2.684909574446537,4.170790640705214e-06,3.8606383955750626e-05,0.0005734197944643312
1808,3.8416973294408145e-06,1.3928484372287975,8.460259623960585e-05,5.883708178209357e-05,0.0009737191087970505
1809,5.659358674785824e-06,8.82303439573107,4.2851937890036597e-05,7.281683711867762e-05,0.00010334999222226118
1810,6.252811861036916e-06,8.923947034906512,5.1833422029023114e-05,8.746426490443586e-05,0.0006948590675103634
1811,4.795547228154254e-07,4.202949998372397,1.2447337267704136e-05,1.0439962497039024e-05,0.0002379406305776891
1812,6.11429083851274e-06,6.460433413773636,3.70353218164339e-05,5.379861639704473e-05,0.0009281564371908413
1813,9.309360366456777e-06,5.942568050200048,4.8862791757673544e-05,2.2403309084740623e-05,0.00016992567698767975
1814,8.83292720671777e-06,1.1517086884357095,8.1354591673203e-05,1.4508662188476789e-05,0.0005299252007292038
1815,7.007539469502626e-06,5.071467646538858,9.630435830842375e-05,1.0385721862326266e-05,0.00021071325525125564
1816,8.298237622652645e-06,8.356662079537083,4.725537373584617e-05,4.664960776365453e-05,0.0009102423446237194
1817,4.141933018551678e-06,6.085743406190291,4.833602762745036e-05,3.137816005512173e-05,0.00014189121645063994
1818,6.290507762415504e-06,9.7394408449233,4.660923393675458e-05,7.639549193404846e-05,0.0003771461721837402
1819,3.6395700999672264e-06,5.1945088832725705,3.815225349103799e-05,2.4337479874748636e-05,0.0008000466267846151
1820,9.460560637344999e-06,5.734565280728373,3.421056000202317e-05,8.322637877027084e-05,0.0006240956201453288
1821,3.695351707854958e-07,8.635376099189212,7.610591122096848e-05,8.459621597212044e-05,0.000590058870163424
1822,8.711442703041792e-06,6.16426331896331,9.950046953386903e-05,5.557867363954301e-05,0.0002601836572571334
1823,7.094611316733369e-06,1.8042112805457489,7.806643185240652e-05,9.845881204497142e-05,0.0005829905043305407
1824,2.1164329949842466e-06,2.458026959171312,6.428568715881161e-05,7.055284968376666e-05,0.00037496818409433607
1825,5.824946933320818e-06,3.5146532657424396,2.0002900315289303e-05,7.602854028519756e-05,0.0006496888701061729
1826,9.844239091672546e-06,6.141360986147408,7.739067226169479e-05,4.187074523455456e-05,0.0009189805748862713
1827,2.120654057093168e-06,7.809295973160999,7.397340673477568e-05,6.735024911121261e-05,0.0006591555255132128
1828,4.0637215484366535e-06,3.40811666526,4.229871186359306e-05,5.0215080254382586e-05,0.0004998960138443054
1829,2.905114357083756e-06,9.969025755526022,2.766610817682734e-05,9.637662733825655e-05,0.0009788083600676832
1830,4.074645342633571e-06,3.9063255780431483,1.656222409447907e-05,7.782812948411607e-05,0.0004838147270346125
1831,9.470785848165632e-06,5.2074401979779585,8.999272390347785e-05,8.977387991826664e-05,0.0006679381662272019
1832,1.32155790293124e-06,0.9008563768868801,1.5528105055545878e-05,5.6866029601619794e-05,0.0001800210775250157
1833,4.206873505097448e-06,2.316634615810646,9.662909354835647e-05,3.173140341515059e-05,0.00037380329126942267
1834,1.470972180293136e-06,2.453909463913755,5.357863464940651e-05,2.9147739091203208e-05,0.00042284598004870916
1835,1.3541323877057878e-06,8.757068336147457,2.2223862946223838e-05,9.209625522573559e-05,0.00048669472762675965
1836,9.137655106098269e-06,8.859401930236254,2.7157287469297872e-05,6.146967831374814e-05,0.00015467537842853014
1837,9.565375230156292e-06,3.5996473763947323,9.796023248004943e-05,4.2257557308209834e-05,0.00015007987725767277
1838,9.148222905552616e-06,6.234229898056464,3.940552270172699e-05,7.3774737879406e-05,0.0005597549111438034
1839,4.5815853554608045e-07,4.607766134924403,6.29633405495096e-05,3.274228116147487e-05,0.0003909033455326819
1840,5.720142295314944e-06,5.623841880339399,1.5878963365254976e-05,6.782646176907241e-05,0.0003490971570154269
1841,1.566122368986183e-06,2.127621530762064,7.32662681510766e-06,5.7379087173304695e-05,0.0002689228713176897
1842,9.804903924883967e-06,7.218261368858295,6.266505403230239e-05,3.14821485410224e-05,0.0006804102491244336
1843,9.825682548445816e-06,4.835191587053595,2.5460904488057816e-05,6.437766678314555e-05,0.0009678527382961274
1844,6.316278768559748e-07,8.456773388921123,1.2538684429322e-05,5.005316009088415e-05,0.0005645030285003188
1845,4.462548046705239e-06,7.786293151767256,4.494297328251589e-05,4.660120661421447e-05,0.000862098693240954
1846,1.7920125232394551e-06,2.175348444722546,4.287481165721955e-05,4.554014933684094e-05,0.00026476132644790616
1847,6.834468113183425e-06,2.5844605063616557,9.708220435943666e-05,9.526536268573883e-05,0.0004276023826821288
1848,2.6889984308770484e-06,9.978334168855358,9.005062284498257e-05,1.3507931359223862e-05,0.00032377909051642064
1849,9.755066738880356e-06,3.1589838147356857,8.57809075305438e-05,4.504239362189869e-05,0.0007825430534000473
1850,1.9808361123960907e-06,1.0804853945664412,2.3835361110480553e-05,5.985471948978508e-05,0.0008145150037548901
1851,2.5850651037964267e-06,3.854851569812284,1.2258119359517003e-05,6.132410932360995e-05,0.0008702860385759307
1852,3.908573212208881e-06,4.41700905862552,5.729709619707983e-05,9.08331618650679e-05,0.00046957684296479343
1853,9.264576683025141e-06,3.0515280365247848,7.70557762864156e-05,8.115652986978189e-05,0.00015918849564571056
1854,2.0809464550396855e-06,5.483683562105536,2.531776838621485e-05,3.431156385017622e-05,0.0004085470213354387
1855,1.0940779622625968e-07,4.601311674280245,1.634335782615373e-05,7.954885317436761e-05,0.00039245268491428767
1856,4.423682672823502e-06,8.732771530405323,5.4127991766868797e-05,1.9886524215817075e-05,0.0003319849672158457
1857,4.718897702434977e-06,6.073921041074177,8.094541447053082e-05,1.7455785736878896e-05,0.000875531651381575
1858,2.2357236952951225e-06,6.903838070378856,1.9483953702529485e-05,2.617927829034494e-05,0.0008206854638321605
1859,8.728222093129518e-06,6.111261868877579,5.2068407435345785e-06,1.7654336229580145e-05,0.0006710680591623051
1860,2.4532032343056423e-06,9.3825856468102,1.1579093701410192e-05,6.378046122021983e-05,0.0006136788581844634
1861,2.9595324976084825e-06,6.6315926997524475,4.525631941465638e-05,8.541472067369518e-05,0.0006791871571221154
1862,7.900835678824252e-07,6.255587731373706,6.7622061745356755e-06,2.446308525820612e-05,0.00037595507855132763
1863,3.618457031898761e-06,4.95823802675281,5.7723893948379876e-05,7.365275662689257e-05,0.0005841179686677906
1864,2.2814485646178486e-06,2.842568816017599,7.866091652469389e-05,1.8139999441839548e-05,0.0009971807897249426
1865,7.637286752375171e-06,2.695235130406684,6.571302843994162e-05,7.247913402156767e-05,0.0007323251956589387
1866,3.125391238148346e-06,0.6905759089369404,2.6175189608086196e-05,2.264053934389661e-05,0.00044398449842672586
1867,2.4386204742911267e-06,9.26185281167987,7.674884989339881e-05,4.1656135844535716e-05,0.0006187895351136006
1868,2.0785354953612225e-06,4.9454970359776524,9.491442048793408e-05,5.644454209562883e-05,0.0009745220089427874
1869,1.2435782416337755e-06,1.6090089783669044,2.427793905683711e-05,8.144558885593814e-05,0.0009894433712541004
1870,6.919815967452841e-06,1.0778278851067449,4.222990322550884e-05,9.49573838542726e-05,0.0007046347417402885
1871,4.9207392455534896e-06,4.884915941505743,4.078581687142925e-06,5.3703256196829916e-05,0.0003534672251446581
1872,6.677418852962868e-06,3.4461663615023115,9.360186723054248e-05,7.378708405151448e-05,0.0008948538422695135
1873,3.7649619191257564e-06,2.6161352467587573,4.121765797407123e-05,7.135800399613436e-05,0.00030948863616000804
1874,4.477874118476773e-06,9.35249456036111,8.074934261679195e-06,1.741156533651635e-05,0.0005081948668404117
1875,3.8535936865035535e-06,5.750137489873602,3.8618533014378615e-05,7.859502547467217e-05,0.0009287151870802382
1876,6.196129138343173e-06,4.399620318909864,2.429235104755258e-05,4.057007528961126e-05,0.0006964265502006561
1877,6.65292394060441e-06,2.111397357509542,7.416409287581665e-05,5.269351372371896e-05,0.0009375075309704299
1878,4.390613204674757e-06,0.69339850269672,4.586752124687467e-05,9.204032580360002e-05,0.0009161814100203284
1879,1.3896761359223138e-06,8.919061403881658,2.6851511887722366e-05,4.4211534825220604e-05,0.0007074903660544217
1880,5.117595184093823e-06,2.9561755148819104,3.1390696109353024e-05,3.8293981390397456e-05,0.000624395102074209
1881,7.92345402751206e-06,4.9405234621308445,8.146231193277127e-05,2.1831913925090668e-05,0.0005419146829923191
1882,3.9849506590825757e-07,3.8597147507809004,7.929605900457751e-06,7.957268245559748e-05,0.0009154089085332249
1883,5.413172063972828e-06,6.377670902166825,8.112327148526723e-05,9.355983014909209e-05,0.00039337751595411123
1884,1.6164012552461286e-06,5.61408852703546,9.007030818874003e-06,6.206638032664065e-05,0.0005434257990626827
1885,9.94511948920514e-06,8.800485764048265,1.1264227467242827e-05,5.134493683503639e-05,0.0002891634550701441
1886,9.329065481178077e-06,8.187004070535728,1.2300545627440169e-05,5.4815302819684424e-05,0.0007463417511869634
1887,9.88490911377498e-07,7.698699743593811,5.490611399894622e-06,3.8726417997561695e-05,0.00016565139928061384
1888,5.0439170391876176e-06,3.397354325831387,2.7975873649483373e-05,8.320725218118638e-05,0.0002657834160541466
1889,7.732681329344715e-06,9.652943251069695,5.532502689420884e-05,6.05982476175613e-05,0.00037301715251209026
1890,2.2282735884861273e-06,2.8395630561635596,7.78423788914386e-05,4.1919487566144e-05,0.00085698854419
1891,7.301413818999797e-06,6.249490148746504,1.940183091403418e-05,6.858897252137426e-05,0.0004693731973879852
1892,6.521380924599586e-07,9.683191540921595,8.412751810226168e-05,6.716974323830717e-05,0.0005042898802713732
1893,3.6981138643730224e-06,8.229637031614864,9.74825192938964e-05,5.442879231009282e-05,0.0009597056873747418
1894,3.4872296475750247e-06,1.3501591564218607,7.188298430861316e-05,7.70013294743918e-05,0.0003210640725009666
1895,5.3421611176764114e-06,2.1644357366714972,3.2972349513164445e-05,4.379317298686998e-05,0.000987584913906174
1896,1.944444332499428e-06,4.72164176418173,1.0449411213722106e-06,8.396032666966815e-05,0.0007540059600050864
1897,9.172761838136502e-06,8.281135054862453,7.256466771557404e-05,3.4176244829035076e-05,0.0006939549099395992
1898,8.138340566500005e-06,5.904904209595824,8.813540916066159e-05,2.200251125830377e-05,0.00015519258235967265
1899,4.765011770917616e-06,7.700476236682281,1.8618419461900917e-05,7.496869384624479e-05,0.000705812378070361
1900,4.593417421569687e-06,2.4330576854529844,2.9450179594235633e-05,1.4112876006689242e-05,0.0006455750418363074
1901,7.458459496072377e-06,0.3111069795502657,2.3090363981095732e-05,5.2676819435162616e-05,0.0006535063527100882
1902,7.703954297045405e-06,3.2536696160152414,6.706170676937779e-05,4.939682649925472e-05,0.0006763493615239863
1903,8.824092223892101e-06,2.640638313983571,7.924252420246911e-05,3.286101048191088e-05,0.00038750314739246085
1904,4.30695263110265e-06,2.7084225834927453,3.664842610066903e-06,3.083028842105987e-05,0.0005143275119577441
1905,3.960421137418606e-06,3.84610685102289,6.389822628634362e-05,3.376475461203756e-05,0.000850591681964585
1906,1.7196555920576483e-06,8.27664084898713,5.8505169883362806e-05,3.801657440967219e-05,0.00011166693019077938
1907,5.226233507760084e-06,1.768828026666964,5.692001756325604e-05,8.298699495319037e-05,0.0006127039250890158
1908,3.6193264472422266e-06,4.285189709327033,9.617428297746877e-05,3.741570471319971e-05,0.0009728486007580889
1909,1.3879966521021609e-06,7.280642325684445,5.0136861774503885e-05,6.117735081307852e-05,0.0009145426973708808
1910,5.8699737768676365e-06,8.134029873202747,4.713911129529408e-06,7.134162308223685e-05,0.0008326547550528005
1911,3.6129003545221755e-07,3.431765622551207,7.902825769240769e-05,3.271739510575971e-05,0.00044050164797605074
1912,1.7035063454120692e-06,3.8023278211431966,6.862040711738194e-05,3.558518562830139e-05,0.0006732834010797177
1913,4.210085713421465e-06,8.793389576284596,1.0904711350791601e-05,7.925701053019063e-05,0.00011554958153830829
1914,4.392905711742832e-06,8.52432263723168,6.423660266747314e-05,4.601281068277393e-05,0.0006718076366924673
1915,2.309706378890162e-06,9.217299231110724,4.1791698496071645e-05,6.74288187940109e-05,0.0009466683632451219
1916,1.029698891837916e-06,5.7593275557364345,8.08982439081711e-05,5.0996833213607204e-05,0.0005221571315744335
1917,4.873081830002005e-06,6.4030573436884675,2.847235846991277e-05,6.0510048657966086e-05,0.0009041938162700427
1918,4.348587723116658e-07,3.0056104976304536,6.028215951169356e-05,6.470531454540156e-05,0.00028463090847819444
1919,7.901638437211668e-06,5.399261518567085,7.345937473516253e-05,1.4622200306423696e-05,0.0006028956996635815
1920,9.917953324010143e-06,6.933084311849133,8.11634231370885e-05,7.212996629363373e-05,0.000183943424453701
1921,3.4774379038957694e-06,9.482235391229926,3.334537434672824e-05,6.43167432105942e-05,0.0004405898090622158
1922,5.204347222385147e-06,7.980973878775147,6.987815724463785e-05,5.399156070971016e-05,0.0003581363751976804
1923,5.767417460736161e-06,5.940517955369608,8.514799669588926e-05,4.450975400753678e-05,0.0005293784366047486
1924,6.6808262716036666e-06,9.390072667554419,8.1421504595256e-06,7.964623461055034e-05,0.0005201755155458546
1925,9.081866767767852e-06,4.32318134887411,4.4964073030193734e-05,2.5781888834314604e-05,0.0007152848147670672
1926,5.009827054520041e-07,3.0598247890275756,8.529434685923262e-05,5.92340695002854e-05,0.0006974326582832913
1927,5.205856692583523e-06,3.5685449743716564,7.621945417882989e-05,9.430389789315193e-05,0.000668685174367473
1928,4.735745490927744e-06,6.6684784868315665,8.825090773698793e-05,6.19997758728019e-05,0.0004071816627227847
1929,8.526926183017681e-06,4.145310127720275,7.006462132487283e-06,9.210081258560528e-05,0.0007369059995225593
1930,7.802063914865322e-06,1.0289860207915271,3.0197535276844322e-05,6.908048980897198e-05,0.0004262306724606724
1931,1.3897558506263816e-07,1.3540476133390211,9.3229850212363e-05,5.5830696738081054e-05,0.00039965529375137555
1932,1.61042544311737e-06,2.3703207282898693,9.010895839701733e-05,6.28917035010603e-05,0.0009186363601606613
1933,5.320682863164146e-06,7.513808169549185,5.3638731517694974e-05,7.162782383733709e-05,0.0007504846380562213
1934,8.486061842538824e-06,9.148760561030189,7.420766585365814e-05,9.470656697140372e-05,0.00015544819229128227
1935,5.201350104500216e-07,5.00799368930919,6.491460202619548e-05,5.141506769389887e-05,0.0006805464142721456
1936,5.415123903681089e-06,1.290946017971679,2.5924238031826964e-05,3.8595265808852135e-05,0.0009137706088225635
1937,9.19328812160912e-06,0.4880063631981916,5.467391300635578e-05,5.408919598204152e-05,0.0006651350981121006
1938,3.0469675896308742e-06,4.755993552596616,6.686153178808902e-05,3.344343624197741e-05,0.0005290500085670998
1939,1.1536873210691803e-06,6.503840491216811,9.825237031689457e-05,6.077663778464782e-05,0.0009623326073658065
1940,2.6035549205284934e-06,6.297527105678046,7.877949643609046e-05,3.984177127410504e-05,0.0003007711533702744
1941,5.971506153531413e-06,8.867197548499059,2.45031309721791e-05,9.317443271780836e-05,0.00092194857321995
1942,5.7479582052922e-06,5.670529261701151,4.837452019202573e-05,7.125317141842179e-05,0.00016983290115676837
1943,6.267035637295776e-06,8.257962285536106,5.8965047025917396e-05,6.181851658200169e-05,0.0002691954952079751
1944,4.571989192887963e-07,8.694627171045669,1.8779214424007183e-05,3.994148738289793e-05,0.0005609206509833736
1945,3.54228604408961e-06,4.190321706108744,1.875565323556982e-05,8.810178529707992e-05,0.0009307284301366478
1946,5.4202134965263455e-06,4.908900117770808,1.0552901055626454e-05,4.369922130351981e-05,0.000855821633601338
1947,8.747787140108611e-06,2.2311729113405385,6.0330455772360906e-05,8.967185317845038e-05,0.0005087048801924035
1948,4.419599277772378e-06,1.7255241657640876,6.811212715677568e-05,6.445604787995963e-05,0.00034368250038945073
1949,1.73234120905558e-06,0.5384027150199006,4.672765803596541e-05,5.391960569299651e-05,0.0007703946356059128
1950,1.8858138634536838e-06,7.570576376734466,6.384275446025724e-05,2.15619903617175e-05,0.0008156194405327771
1951,6.143054000075546e-06,3.210344195010775,4.456458943585928e-05,1.606235809028332e-05,0.0009071322844077327
1952,1.7966774547478804e-06,8.296066815739117,9.87476279036762e-05,8.088192666662302e-05,0.00034062163640791843
1953,3.971439459792408e-06,4.462719460265737,6.676961834988353e-05,7.707604075197778e-05,0.0006834669376393294
1954,9.471405219381748e-06,6.916146454338161,4.050847590499756e-05,9.03483813858866e-05,0.0007022257764469945
1955,9.087053756996086e-06,9.768540993843756,5.283767130838323e-05,9.134761290894437e-05,0.0001888366654314413
1956,2.5560140133271234e-06,7.435927002937321,5.947056919611965e-05,6.283049485792493e-05,0.0006701064115852217
1957,4.169335784525864e-06,3.401703669111561,1.1496267108504606e-05,1.344404892046525e-05,0.0007479411295884378
1958,3.6463747655170164e-06,6.735871059458575,9.965479290515441e-05,8.23106999297806e-05,0.00013017318984756324
1959,5.782001870402663e-06,3.6396102228145892,4.0703227362043987e-05,6.62182507959416e-05,0.0007014210161519529
1960,5.898255251861986e-06,9.900229840681137,5.134324129081435e-05,9.329243926010283e-05,0.0004916864035565869
1961,8.170590086853747e-06,3.6365755477614465,1.5011928348599804e-06,6.125385060645068e-05,0.0006041111037886109
1962,3.3656725278889386e-07,3.7744893052979958,3.9397869793610735e-05,2.019015102374473e-05,0.00045767649196119646
1963,1.5519147598360865e-06,2.4472180698929002,3.814078581088842e-05,2.4195310443315573e-05,0.0003062139482298439
1964,4.413647507390268e-06,3.2169540394450866,2.0452561513025983e-06,3.3400240418635045e-05,0.00046358580236144885
1965,3.361318775734254e-06,3.37921206393921,8.470550350477281e-05,9.65579456543178e-05,0.0002571428727425102
1966,7.366168869112065e-06,7.925966222124694,1.951524464450534e-05,1.84376302437666e-05,0.0007975482255847649
1967,2.3312682586762943e-06,0.09015302399573508,7.672906774409297e-05,3.587189383105507e-05,0.0009852087137604316
1968,2.749789227414503e-06,6.160253565716824,1.4217113726377626e-05,5.485942579302142e-05,0.00024126030584911722
1969,4.3657373957272075e-07,6.011864242640724,4.2542952284152494e-05,6.412741258475822e-05,0.0008130939527000728
1970,5.513316695342734e-07,7.156152435676017,3.8556208267042045e-06,8.925074792894316e-05,0.0005680042201581117
1971,2.7753419979777163e-06,3.7587273946195,7.136262079917914e-05,6.555467957935281e-05,0.0004740500384069564
1972,9.276766672750922e-06,2.6996252327282835,5.863576243250413e-06,9.49681401485911e-05,0.00044738296985464
1973,3.989289121026547e-06,6.418781348208108,3.30430211995358e-05,2.3794478607841553e-05,0.0008249926280460497
1974,5.055904781850176e-06,7.518297777126871,2.707803469768672e-05,6.639346744986821e-05,0.00016905417005958116
1975,3.2975883380370008e-06,7.706195457536093,1.869179483373326e-05,1.009795656380536e-05,0.000694650209215701
1976,5.3574071044049166e-06,5.490263800991412,2.364839624734657e-05,2.30184627586188e-05,0.00017895778401046195
1977,1.9390930349879044e-06,4.763527584816535,3.820308960482412e-05,5.627284832409056e-05,0.0008014423567896837
1978,8.610423648517423e-06,7.352809362831675,7.428852770894225e-05,1.8297886048825427e-05,0.0009414076985273432
1979,5.957478257844893e-06,0.6565742408899508,6.0030347961923285e-05,4.093091059699385e-05,0.000660958446358042
1980,4.568929295222641e-06,0.44050314317028433,7.95343079799447e-05,4.096064880540362e-05,0.0009120537725083567
1981,5.8125992182743366e-06,1.319129527320956,5.173405742150863e-05,8.005186485668674e-05,0.0006895838234594738
1982,4.590897650680201e-06,3.704914625417383,7.737961051025696e-05,8.172556416665294e-05,0.0005244135390715252
1983,4.235933075268869e-06,9.646105814576405,5.7573242238848154e-05,3.685396647921658e-05,0.0007870713556716416
1984,1.1377443817298316e-06,7.723320052623037,5.828184821920184e-05,2.298083464543679e-05,0.0009078836612892426
1985,8.134570277976699e-06,6.643529880760462,1.8925888797769953e-05,2.0649913020534375e-05,0.0006179027385324744
1986,7.62735657482911e-06,8.30613964764743,9.23245444914395e-05,4.000745570255888e-05,0.00027522314274547663
1987,4.985829614151085e-06,8.674983626564854,8.400900659339223e-05,9.066247212979055e-05,0.0006037029534343109
1988,7.354437674771799e-06,6.3565182108559295,3.197655319796649e-05,1.4120394249105901e-05,0.00047122649624568326
1989,5.96621760854177e-06,1.2592366801865011,4.2675697848368055e-05,9.076878183732033e-05,0.0009176199416984092
1990,5.32748698801899e-07,7.833810179384157,5.207959594828521e-05,7.902646064132506e-05,0.0006508015318256311
1991,7.642011689227244e-06,8.251106654397566,5.0198837405616424e-05,9.072747299646628e-05,0.0001061551691841819
1992,7.00016664570405e-06,3.134657640788079,2.2209366959633514e-05,2.703149436450975e-05,0.00055486424261198
1993,7.77067789739991e-07,8.451910221171104,1.4430874070837636e-05,5.5598789034354474e-05,0.0005485297691017444
1994,7.903921765302877e-06,2.018264831172179,9.964052779242792e-06,7.959112118947906e-05,0.000836242854879798
1995,1.3070127770543893e-06,7.935740441761658,9.19861292275206e-05,5.42817814983434e-05,0.000819986747046052
1996,5.147698758741626e-06,0.7599684620029243,3.338027749753335e-05,7.328741754455558e-05,0.0009360805847595796
1997,1.5034743891281436e-06,2.5921213584360463,7.273553493024795e-05,7.042402407950638e-05,0.0008301837995492493
1998,6.80364255116435e-06,6.4395621894676385,1.4676969941608786e-05,9.47112787317844e-05,0.000918144489034619
1999,7.369681276760751e-06,1.7156016745671585,5.718555332944977e-05,2.3201799867296594e-05,0.00033654258000286177
2000,4.944553435895124e-06,5.9348689757477215,1.8113993476137986e-05,4.703777967206751e-05,0.000294770703223157
2001,9.434252570417415e-06,8.495801334925586,5.355940338185324e-05,2.008354330356838e-05,0.000830790634744711
2002,1.1897409479173966e-06,5.2338190219549166,5.852432633333941e-06,1.7552757643906716e-05,0.0009131385100062252
2003,4.2139038511646955e-06,3.2878161243365365,2.250517518927806e-05,9.691219730328967e-05,0.0008658655750004136
2004,6.588876109261959e-06,9.106707393585511,8.807660262578005e-05,6.611047904743883e-05,0.0006042251091098293
2005,2.84221488940161e-07,3.9492968363893413,7.31391181922371e-05,9.513866661735864e-05,0.0003277071980618534
2006,7.97151394759889e-06,3.8081766291627672,7.424956876725426e-05,7.716117457936812e-05,0.0007336467007918045
2007,4.619317410632847e-06,8.070807043786726,2.476293326696007e-05,4.865911719765138e-05,0.0002507603140435297
2008,1.5451646005128983e-06,7.514229773206782,7.817531062954059e-05,1.4010047894002639e-05,0.00011190979025993746
2009,9.151415540239614e-06,1.6640593961135581,9.93847734657125e-05,2.2871095466726384e-05,0.0003955489749162301
2010,1.8882096400997608e-06,1.6949998137980586,7.886509103286606e-05,4.3231047387261975e-05,0.0009152859292252327
2011,7.428765876424198e-06,9.851328959554042,6.434408301216913e-05,5.810291464957155e-05,0.0005910906812886023
2012,3.857711502933476e-06,0.12237008083383694,4.333612858595438e-05,6.0130809345675455e-05,0.0002783172066169803
2013,7.283758428737871e-06,2.8519981295413714,2.458417804940872e-05,6.24359959832341e-05,0.0008376034517462253
2014,8.622686874358092e-07,9.419086812824306,7.062962800402373e-05,3.2457208620432606e-05,0.0003953040120732822
2015,4.748824361803489e-06,1.9671519910017121,4.281628107747897e-05,7.245930367366592e-05,0.0003850227346314827
2016,3.38733619526973e-06,6.166686581596066,2.9607369910536755e-05,3.209816434916258e-05,0.00013101860954832718
2017,9.45577757499684e-06,7.336281694509928,9.562383860912399e-05,9.988423221492132e-05,0.0006283265112671005
2018,7.810993456947107e-06,8.320875956843588,5.5435928338818775e-05,4.152676263178741e-05,0.000846190882017132
2019,9.607796406175545e-06,7.243597384320201,5.9125315828092974e-05,1.3706144194294436e-05,0.0007320012096382753
2020,2.710980428149888e-06,8.873926022651341,4.8203360848054534e-05,9.994471210351705e-05,0.0006568283388492178
2021,1.405961089675909e-06,3.7146699530688156,1.804766972275643e-05,2.477965655297358e-05,0.0005736740906164065
2022,7.06155050991237e-06,4.290568395588089,2.3480042261381263e-05,9.247765630931801e-05,0.0007814360254793596
2023,8.345798621140997e-06,1.1995773303113233,7.552328403526706e-05,6.862337496643114e-05,0.0006529456296661939
2024,4.635648896714229e-06,6.498370167022666,6.958212359183674e-05,5.1956154942750655e-05,0.0009418770689494347
2025,7.064423184619969e-06,5.618812122788737,9.272909071513363e-05,8.071945924052676e-05,0.0002116743332953217
2026,4.479415846761779e-06,2.8793317797332594,1.611973776416175e-05,2.082761567487788e-05,0.0009679358028267995
2027,6.1851340713264015e-06,6.35349784402724,1.852465870540819e-05,4.261263303434567e-05,0.0005607283912255203
2028,1.8246436793492047e-07,2.6749042504350222,6.178083268211283e-05,1.8574343475116413e-05,0.0008784976709996601
2029,5.6598299560729e-07,9.600911092700727,2.820136973802266e-05,4.812904782150087e-05,0.0001846896389329135
2030,6.551078821645322e-06,9.874597214105847,9.27206817054946e-05,1.4665012062538174e-05,0.0007995584732269975
2031,2.85001171544245e-06,2.2546757192372198,5.8735707955649385e-05,2.7808781992611028e-05,0.000959012058927438
2032,1.3422412783810004e-07,9.660330578479739,2.1190815637194895e-05,5.889638329479738e-05,0.0006335813728695471
2033,3.468981405594104e-06,2.4869647023221217,4.0649741311764305e-06,7.9428508219701e-05,0.00010800187434920644
2034,4.0154868195519365e-06,3.573498260726994,4.075276060252615e-05,4.5345576534084356e-05,0.0003082282566008895
2035,9.601236288854487e-06,0.19117398408065178,9.999499903543507e-05,1.719271893102896e-05,0.0006114385397510134
2036,9.461578343416828e-06,0.15177626433643915,6.713040749754447e-05,8.048164110433762e-05,0.00030971043473718596
2037,2.423253399587819e-06,1.1542347704859268,4.433566593631394e-05,5.448088544872916e-05,0.0008449855848432694
2038,2.570966959331565e-06,2.0660171140737384,2.505013146122603e-05,8.345895278967455e-05,0.00016090395077870474
2039,5.799132198482327e-06,8.3609168756475,8.913270229460074e-05,4.1028531423720975e-05,0.0005529658219023597
2040,3.8086086233837545e-06,5.981503178782319,3.094430484911437e-05,8.168264891236919e-05,0.00013250629724532534
2041,9.1262220724926e-06,8.712490230361666,4.6269061414205536e-05,7.487071569992255e-05,0.00028768389166690064
2042,2.813293510094866e-06,1.6448089233359302,8.302004603209192e-05,1.7178806007684366e-05,0.00036672530241343477
2043,2.3407980668455566e-06,6.4256006516437765,4.340505841299565e-05,4.647952942509517e-05,0.00025187065101892406
2044,5.8211517683311965e-06,7.463448584083252,1.6890463862948313e-05,7.190186129740825e-05,0.0008897454627354493
2045,4.4163565143945795e-06,1.9144930918639178,6.129647785860566e-05,1.7382032347873126e-05,0.0006474718560738818
2046,7.44054812037792e-06,6.36298975123996,1.3368050040817176e-05,2.6909883300683413e-05,0.0006172626526850718
2047,1.929606263804848e-06,7.612538481143665,2.0909133434423774e-05,4.039102350771283e-05,0.0006672493955637322
2048,9.512656842980265e-06,5.00292474231599,7.442188578793901e-05,2.6543843831029174e-05,0.0009431244073338516
2049,2.183430789560483e-06,6.830889455685273,8.14204859081889e-05,1.657277571444157e-05,0.000683331040532088
2050,6.154760366342914e-06,4.744744559890686,1.6011699027616987e-06,9.826249655872251e-05,0.0009906618247240025
2051,1.442469991620213e-06,7.150534839334769,5.117310390064514e-05,6.679116542988692e-05,0.0007917138934387055
